561号	STRN
428号	STRN
51号	STRN
98号	STRN
571-3号	STRN
199号	STRN
42号	STRN
103号	STRN
115号	STRN
113号	STRN
338号	STRN
297号	STRN
927号	STRN
829号	STRN
45号	STRN
91号	STRN
4号	STRN
35号	STRN
12号	STRN
2号楼	STRN
48-98号	STRN
37号	STRN
25号	STRN
131号	STRN
318号	STRN
315号	STRN
419号	STRN
292号	STRN
126号	STRN
111号	STRN
11号	STRN
50号	STRN
8号	STRN
52号	STRN
160号	STRN
264号	STRN
632号	STRN
71号	STRN
191号	STRN
149号	STRN
707号	STRN
100号	STRN
489号	STRN
240号	STRN
19号	STRN
26号	STRN
90号	STRN
61号	STRN
165号	STRN
196号	STRN
30号	STRN
388号	STRN
95号	STRN
203号	STRN
186号	STRN
77号	STRN
88号	STRN
9号	STRN
47号	STRN
22号	STRN
54号	STRN
87号	STRN
48号	STRN
80号	STRN
17号	STRN
99号	STRN
225号	STRN
20号	STRN
580号	STRN
76号	STRN
224号	STRN
59号	STRN
36号	STRN
34号	STRN
74号	STRN
139号	STRN
24号	STRN
41号	STRN
687号	STRN
64号	STRN
376号	STRN
57号	STRN
颖东区财政局东侧)	STRN
15号	STRN
158号	STRN
405号	STRN
777号	STRN
142号	STRN
93号	STRN
96号	STRN
62号	STRN
520号	STRN
127号	STRN
207号	STRN
585号	STRN
146号	STRN
70号	STRN
283号	STRN
nan	STRN
沙河路1号	STRN
168号	STRN
015乡	STRN
298号	STRN
65号	STRN
101号	STRN
286号	STRN
1号	STRN
187号	STRN
123号	STRN
540号	STRN
33号	STRN
710号	STRN
75号	STRN
239号	STRN
513号	STRN
28号	STRN
102号	STRN
502号	STRN
路南侧	STRN
69号	STRN
260号	STRN
171号	STRN
166号	STRN
46号	STRN
172号	STRN
612号	STRN
164号	STRN
204号	STRN
867号	STRN
771号	STRN
14号	STRN
108号	STRN
147号	STRN
220号	STRN
13号	STRN
209号	STRN
872号	STRN
84号	STRN
58号	STRN
79号	STRN
125号	STRN
718号	STRN
401号	STRN
120号	STRN
900号	STRN
32号	STRN
621号	STRN
27号	STRN
796号	STRN
332号	STRN
197号	STRN
289号	STRN
236号	STRN
63号	STRN
201号	STRN
53号	STRN
340号	STRN
132号	STRN
550号	STRN
221号	STRN
151号	STRN
740号	STRN
455号	STRN
415号	STRN
162号	STRN
83号	STRN
390号	STRN
135号	STRN
324号	STRN
21号	STRN
276号	STRN
134号	STRN
55号	STRN
133号	STRN
253号	STRN
448号	STRN
175号	STRN
109号	STRN
352号	STRN
530号	STRN
179号	STRN
573号	STRN
40号	STRN
78号	STRN
359号	STRN
85号	STRN
153号	STRN
129号	STRN
92号	STRN
394号	STRN
217号	STRN
39号	STRN
360号	STRN
150号	STRN
302号1	STRN
210号	STRN
182号	STRN
60号	STRN
350号	STRN
116号	STRN
117号	STRN
189号	STRN
202号	STRN
588号	STRN
89号	STRN
214号	STRN
136号	STRN
206号	STRN
155号	STRN
绿色步行街二楼(三祥南出口往南约20米路西)	STRN
177号	STRN
435号	STRN
156号	STRN
222号	STRN
167号	STRN
851号	STRN
666号	STRN
239-6号	STRN
29号	STRN
路西侧	STRN
385号	STRN
228号	STRN
路东侧	STRN
156-158号	STRN
553号	STRN
43号	STRN
d区	STRN
73号	STRN
614号	STRN
600号	STRN
10号	STRN
534号	STRN
238号	STRN
185号	STRN
443号	STRN
327号	STRN
81号	STRN
112号	STRN
265号	STRN
469号	STRN
572号	STRN
566号1栋	STRN
16号	STRN
124号	STRN
335号	STRN
226号	STRN
301号	STRN
389号	STRN
161号	STRN
23号	STRN
323号	STRN
373号	STRN
104-2号	STRN
310号	STRN
68号	STRN
802号	STRN
86号	STRN
232号	STRN
380-32号	STRN
141号	STRN
7号	STRN
18号	STRN
377号	STRN
699号	STRN
347号	STRN
A1128-2号	STRN
640号	STRN
北侧16号楼	STRN
3号	STRN
334号	STRN
263号	STRN
527号	STRN
82号	STRN
349号	STRN
258号	STRN
307号	STRN
6号	STRN
557号	STRN
278号	STRN
1078号	STRN
815号	STRN
44号	STRN
705号	STRN
775号	STRN
366-2号	STRN
537号	STRN
888号	STRN
255号	STRN
235号	STRN
441号	STRN
890号	STRN
316号	STRN
712号	STRN
328号	STRN
194号	STRN
122号	STRN
649号	STRN
188号	STRN
570号	STRN
67号	STRN
348号	STRN
936号	STRN
865号	STRN
105号	STRN
285号	STRN
66号	STRN
114号	STRN
128号	STRN
866号	STRN
230号	STRN
417号	STRN
38号	STRN
760号	STRN
5号	STRN
5栋	STRN
559号	STRN
581号	STRN
365号	STRN
49号	STRN
463号	STRN
488号	STRN
1589号	STRN
277号	STRN
180号	STRN
184号	STRN
601号	STRN
563号	STRN
427号	STRN
288号	STRN
446号	STRN
1188号	STRN
42-1号	STRN
442号	STRN
299号	STRN
891号	STRN
130号	STRN
549号	STRN
140号	STRN
6号楼	STRN
89-1号	STRN
137号	STRN
459号	STRN
104号	STRN
456号	STRN
1005号	STRN
251号	STRN
244号	STRN
568号	STRN
623号	STRN
526号	STRN
458号	STRN
358号	STRN
东侧117号	STRN
211号	STRN
西165号	STRN
198号	STRN
330号	STRN
143号	STRN
176号	STRN
399号	STRN
341号	STRN
287号	STRN
529号	STRN
770号	STRN
173号	STRN
383号	STRN
144号	STRN
8幢	STRN
426号	STRN
281号	STRN
558号	STRN
556号	STRN
291号	STRN
697号	STRN
169号	STRN
69-1号	STRN
345号	STRN
262号	STRN
273号	STRN
531号	STRN
391号	STRN
268号	STRN
212号	STRN
294号	STRN
247号	STRN
152号	STRN
494号	STRN
633号	STRN
94号	STRN
539号	STRN
783号	STRN
449号	STRN
717号	STRN
237号	STRN
202省道路西(乔家饭店隔壁)	STRN
路北侧	STRN
272号	STRN
862号	STRN
31号	STRN
447号	STRN
416号	STRN
319号	STRN
2新北路38号	STRN
138号	STRN
752号	STRN
305号	STRN
369号	STRN
792号	STRN
317号	STRN
103-2号	STRN
107号	STRN
人民路8号	STRN
145号	STRN
475号	STRN
170号	STRN
4-2号	STRN
407号	STRN
871号	STRN
284号	STRN
223号	STRN
497号	STRN
582号	STRN
574号	STRN
193号	STRN
521号	STRN
652号	STRN
668号	STRN
566号	STRN
518号	STRN
538号	STRN
398号	STRN
106号	STRN
200号	STRN
409号	STRN
275号	STRN
378号	STRN
346号	STRN
706号	STRN
290号	STRN
626号	STRN
371号	STRN
798号	STRN
433号	STRN
393号	STRN
774号	STRN
f3-9号	STRN
386-394号	STRN
159号	STRN
509号	STRN
555号	STRN
567号	STRN
259号	STRN
584号	STRN
192号	STRN
804-932号	STRN
381号	STRN
923号	STRN
722号	STRN
763号	STRN
465号	STRN
397号	STRN
163号	STRN
402号	STRN
254号	STRN
309号	STRN
476号	STRN
856号	STRN
174号	STRN
1034号	STRN
314号	STRN
1015号	STRN
1065号	STRN
841号	STRN
293号	STRN
515号	STRN
396号	STRN
071号	STRN
919-951号	STRN
9幢	STRN
364号	STRN
311号	STRN
597号	STRN
269号	STRN
547号	STRN
208号	STRN
26号楼	STRN
818号	STRN
72号	STRN
271号	STRN
170-楼号	STRN
南侧18号	STRN
658号	STRN
466号	STRN
779号	STRN
692号	STRN
525号	STRN
306号	STRN
586号	STRN
3幢	STRN
392号	STRN
911号	STRN
3131号	STRN
326号	STRN
313号	STRN
西侧3号楼	STRN
171-1号	STRN
329号	STRN
408号	STRN
183号	STRN
215号	STRN
425号	STRN
501号	STRN
56号	STRN
356号	STRN
195号	STRN
243号	STRN
249号	STRN
386号	STRN
741号	STRN
1017号	STRN
274号	STRN
368号	STRN
562号	STRN
157号	STRN
811号	STRN
234号	STRN
424号	STRN
276-7号	STRN
630号	STRN
44-1-202号	STRN
566-6号	STRN
295号	STRN
178号	STRN
28-5号	STRN
97号	STRN
256号	STRN
664号	STRN
219号	STRN
062县	STRN
第215号	STRN
252号	STRN
320号	STRN
304号	STRN
666篮色	STRN
709号	STRN
767号	STRN
645号	STRN
227号	STRN
顺河路)	STRN
229号	STRN
文庙广场西北角	STRN
172-1号	STRN
110号	STRN
282号	STRN
362号	STRN
769号	STRN
532号	STRN
2号	STRN
776号	STRN
922号	STRN
118号	STRN
戎记格拉条往北50米路西	STRN
119号	STRN
交警大队斜对面	STRN
303号	STRN
美食城对面	STRN
434号	STRN
海亮御府旁	STRN
108-29号	STRN
233号	STRN
148号	STRN
850号	STRN
366号	STRN
270号	STRN
257号	STRN
372号	STRN
380号	STRN
949号	STRN
461号	STRN
462号	STRN
10号楼	STRN
300号	STRN
504号	STRN
南侧16号	STRN
245号	STRN
s12号	STRN
虾兵蟹将隔壁)	STRN
898号	STRN
450-8号	STRN
785号	STRN
541号	STRN
218号	STRN
8栋	STRN
1038号	STRN
2166号	STRN
690号	STRN
755号	STRN
650号	STRN
302号	STRN
207-6号	STRN
703号	STRN
266号	STRN
29-30号	STRN
m-10号	STRN
778号	STRN
246号	STRN
279号	STRN
868号	STRN
1014号	STRN
721号	STRN
662号	STRN
1018号	STRN
333号	STRN
689号	STRN
440号	STRN
885号	STRN
2-1号	STRN
126-2号	STRN
413号	STRN
3号2	STRN
E号	STRN
025县	STRN
双清路6号	STRN
375号	STRN
422号	STRN
250号	STRN
337号	STRN
7号楼	STRN
781号	STRN
682号	STRN
756号	STRN
482号	STRN
410号	STRN
231号	STRN
242号	STRN
s102号	STRN
676号	STRN
121号	STRN
571号	STRN
467号	STRN
852号	STRN
1276号	STRN
887号	STRN
716号	STRN
519号	STRN
903号	STRN
845号	STRN
308号	STRN
486-6号	STRN
98-3号	STRN
618号	STRN
920号	STRN
724号	STRN
955号	STRN
1009号	STRN
331号	STRN
536号	STRN
2066号	STRN
007乡	STRN
博物馆西50米(博物馆西50米)	STRN
499号	STRN
597-41号	STRN
928号	STRN
747号	STRN
西87号	STRN
005号	STRN
429号	STRN
735号	STRN
205号	STRN
834号	STRN
452号	STRN
624号	STRN
13号楼	STRN
321号	STRN
511号	STRN
966号	STRN
7-9号楼	STRN
68-1号	STRN
190号	STRN
959号	STRN
843号	STRN
831号	STRN
老观乡卫生院内	STRN
东侧131号	STRN
445号	STRN
20栋	STRN
汽车南站斜对面	STRN
406号	STRN
原信安佐城)	STRN
528号	STRN
382号	STRN
988号	STRN
659号	STRN
296号	STRN
11-13号	STRN
566号2	STRN
017县	STRN
128号1幢	STRN
609号	STRN
309-401号	STRN
158号商铺	STRN
507号	STRN
216号	STRN
444号	STRN
046乡	STRN
842号	STRN
248号	STRN
754号	STRN
1人巷	STRN
719号	STRN
859号	STRN
1096号	STRN
969号	STRN
746号	STRN
678号	STRN
老汽车站往北300米)	STRN
朕兴超市西100米对面)	STRN
423号	STRN
883号	STRN
436号	STRN
430号	STRN
855号	STRN
517号	STRN
545号	STRN
367号	STRN
3号楼	STRN
762号	STRN
213号	STRN
374号	STRN
764号	STRN
604号	STRN
896号	STRN
322号	STRN
999号	STRN
835号	STRN
4a-9号	STRN
西59号	STRN
786号	STRN
191-13号	STRN
629号	STRN
503号	STRN
290-6号	STRN
336号	STRN
欧阳土菜馆西约50米)	STRN
544号	STRN
342号	STRN
267号	STRN
中京酒店里一楼	STRN
474号	STRN
353号	STRN
三八好邻居超市对面	STRN
偏南	STRN
近百货大楼对面	STRN
1036号	STRN
农业银行南10米)	STRN
468号	STRN
北京中路556号万家福一楼旁	STRN
919号	STRN
23-123号	STRN
367-5号	STRN
711号	STRN
241号	STRN
533号	STRN
204-206号	STRN
